Chemo Amount (Q),Chemo Days (I),Cycle Length (L),Glial Cells (G),Glioma Cells (C),Neuron Cells (N),Chemo in Body (Q)
400,5,28,0.995767226389073,0.000307084808858848,0.966555705501638,15.4735648266519
